       AccelerometerStat_x_DC_FFT  AccelerometerStat_y_DC_FFT  AccelerometerStat_z_DC_FFT
2603                   323.115477                  122.252727                 1705.775337
2604                   324.343103                  122.882402                 1714.170613
2605                   332.895791                  125.813503                 1757.604422
2606                   326.034008                  123.932857                 1723.580423
2607                   317.725529                  120.310430                 1679.980204
2608                   330.649428                  124.978525                 1749.935189
2609                   331.363502                  125.057534                 1750.352379
2610                   324.411937                  123.112245                 1716.036290
2611                   330.721256                  125.426840                 1750.537924
2612                   319.024982                  120.651006                 1688.978813
2613                   332.029088                  126.014616                 1758.911053
2614                   318.978892                  120.816205                 1688.988396
2615                   323.894787                  122.710618                 1715.671775
2616                   328.082249                  124.452997                 1732.963894
2617                   321.125894                  121.809200                 1697.832584
2618                   323.055622                  121.994751                 1706.736013
2619                   329.388883                  124.063341                 1741.193370
2620                   320.376507                  121.367470                 1697.458489
2621                   320.634483                  121.323178                 1697.557241
2622                   337.153875                  127.364347                 1784.829484
2623                   324.702832                  122.235369                 1715.198314
2624                   324.599881                  122.614849                 1715.341975
2625                   337.308304                  126.874135                 1785.055746
2626                   322.439713                  121.800222                 1705.738228
2627                   315.825729                  119.414400                 1671.531675
2628                   335.494695                  127.318258                 1775.962564
2629                   318.941184                  120.580377                 1689.072191
2630                   325.486333                  123.097880                 1723.630100
2631                   335.681443                  126.659853                 1775.879950
2632                   318.998643                  120.339161                 1688.623881
2633                   323.392602                  122.505914                 1714.692543
2634                   333.558981                  126.160064                 1767.233300
2635                   324.504713                  122.532249                 1714.567454
2636                   295.809006                  111.904987                 1566.471701
2637                   342.238563                  129.304249                 1811.208803
2638                   316.334494                  118.793106                 1678.909408
2639                   324.098295                  121.885816                 1714.296305
2640                   328.962116                  124.359624                 1740.119561
2641                   326.788179                  123.470777                 1731.972100
2642                   325.697621                  123.028448                 1723.397260
2643                   332.270903                  125.508242                 1758.041367
2644                   329.388883                  123.956800                 1740.511613
2645                   319.259614                  120.683926                 1688.675355
2646                   322.232613                  121.755929                 1705.928568
2647                   329.121330                  124.371595                 1741.542317
2648                   329.562464                  124.500882                 1741.428602
2649                   331.854909                  125.709355                 1757.979114
2650                   323.829545                  122.249135                 1714.880491
2651                   327.620766                  123.624604                 1732.485656
2652                   322.391827                  121.837332                 1705.914206
2653                   337.933192                  127.858151                 1785.292757
2654                   329.087212                  124.246498                 1740.893481
2655                   321.145047                  121.529678                 1697.996573
2656                   329.309275                  123.801775                 1741.290326
2657                   317.777004                  120.424753                 1679.624669
2658                   321.294687                  121.809799                 1697.233433
2659                   329.417015                  124.468560                 1741.216112
2660                   321.112128                  121.028691                 1697.233429
2661                   319.366157                  120.671955                 1688.687331
2662                   342.691068                  129.213269                 1811.080698
2663                   294.240206                  110.929350                 1557.084036
2664                   322.478019                  121.723009                 1706.469654
2665                   325.653926                  122.490351                 1723.627699
2666                   319.429602                  120.428345                 1688.701685
2667                   332.482790                  125.113199                 1758.381941
2668                   326.192625                  122.725582                 1723.608545
2669                   319.218912                  120.670758                 1689.039866
2670                   320.872707                  121.368069                 1697.208879
2671                   327.021614                  123.612633                 1731.682399
2672                   318.940585                  120.550449                 1688.259961
2673                   319.105786                  120.233817                 1688.354532
2674                   330.334591                  124.942612                 1749.655073
2675                   320.842779                  121.173540                 1697.016754
2676                   323.509919                  121.797829                 1714.908025
2677                   320.618920                  121.049640                 1697.337582
2678                   325.831697                  123.300788                 1724.180759
2679                   317.622579                  120.075799                 1680.199291
2680                   329.015985                  124.145942                 1741.237043
2681                   330.662000                  124.705586                 1749.874136
2682                   319.120750                  120.236211                 1688.665771
2683                   330.441133                  124.578694                 1749.438400
2684                   322.203882                  121.509327                 1705.544289
2685                   320.318448                  120.574990                 1696.655223
2686                   332.593522                  125.001869                 1757.982110
2687                   325.674277                  122.554396                 1723.097400
2688                   320.287323                  120.712058                 1697.138854
2689                   315.511490                  118.969677                 1671.097726
2690                   330.551266                  124.703790                 1749.565288
2691                   317.262848                  119.633470                 1679.981407
2692                   338.859147                  127.481663                 1793.974132
2693                   322.621073                  121.700863                 1706.030924
2694                   327.445987                  123.455813                 1732.128320
2695                   329.949722                  124.678651                 1749.679014
2696                   333.156156                  125.728509                 1767.484697
2697                   318.341435                  120.050061                 1688.641837
2698                   325.155334                  122.717202                 1723.523556
2699                   325.361833                  122.635201                 1723.220090
2700                   320.474669                  120.366096                 1697.344761
2701                   333.778651                  125.478316                 1766.583284
2702                   333.769073                  126.157071                 1767.009444
2703                   322.314016                  121.752937                 1705.683151
2704                   335.191228                  126.514406                 1776.282187
2705                   344.298177                  129.866886                 1820.196631
2706                   319.166838                  120.350533                 1689.306226
2707                   323.970206                  121.889407                 1715.399432
2708                   331.988985                  125.581265                 1759.345605
2709                   320.915803                  121.137029                 1698.270714
2710                   329.004014                  124.035808                 1741.174801
2711                   335.697005                  126.482084                 1776.348017
2712                   318.895694                  120.064427                 1688.531100
2713                   332.367270                  125.050950                 1758.713538
2714                   327.402892                  123.203823                 1732.053506
2715                   325.026644                  122.548410                 1723.913806
2716                   340.240000                  128.305269                 1802.528026
2717                   335.172674                  126.293541                 1775.961366
2718                   326.045979                  123.220583                 1724.653028
2719                   330.624290                  125.047957                 1750.967104
2720                   328.939370                  124.152526                 1741.384905
2721                   321.192933                  120.570800                 1697.766131
2722                   320.538116                  120.606115                 1697.427354
2723                   330.836177                  124.358428                 1749.913040
2724                   318.841225                  119.829795                 1688.381466
2725                   318.857986                  120.098544                 1688.491009
2726                   344.240117                  129.877660                 1821.192627
2727                   320.879890                  121.074181                 1698.361100
2728                   322.057835                  121.505736                 1706.704288
2729                   313.166368                  117.379929                 1662.642591
2730                   317.145533                  119.561644                 1680.272309
2731                   323.930102                  122.068972                 1714.491432
2732                   322.382252                  121.921130                 1706.214082
2733                   320.283134                  121.182518                 1697.007179
2734                   332.446278                  125.539367                 1758.243668
2735                   328.725688                  124.077707                 1741.131714
2736                   321.716062                  121.173541                 1706.155426
2737                   333.527856                  126.052325                 1767.010037
2738                   288.591683                  108.994236                 1530.904640
2739                   324.762684                  122.783642                 1723.606158
2740                   337.138912                  127.784529                 1785.342440
2741                   322.172159                  121.492568                 1706.305056
2742                   335.463571                  126.375542                 1776.121782
2743                   324.278460                  122.279063                 1715.242009
2744                   328.596998                  123.965778                 1740.645700
2745                   331.806426                  124.773821                 1758.396894
2746                   331.807024                  125.132353                 1758.388533
2747                   335.115213                  126.325862                 1776.638327
2748                   320.471078                  120.622874                 1697.646431
2749                   330.058059                  124.651118                 1749.533564
2750                   332.009334                  124.625979                 1758.426831
2751                   322.396617                  121.095131                 1706.065641
2752                   325.243919                  122.250932                 1723.616332
2753                   342.348695                  128.714079                 1811.724747
2754                   327.117981                  122.905745                 1732.882498
2755                   333.849281                  125.732101                 1767.235703
2756                   325.078718                  122.303005                 1724.328008
2757                   333.327342                  124.946803                 1767.760027
2758                   328.221706                  124.242907                 1741.342396
2759                   333.315371                  125.452578                 1767.356601
2760                   318.610185                  119.716669                 1688.245596
2761                   336.646305                  126.915435                 1784.991100
2762                   331.707665                  125.391525                 1758.573478
2763                   319.786935                  120.882645                 1696.453528
2764                   331.734599                  124.721149                 1758.378341
2765                   335.355831                  126.602392                 1776.053545
2766                   318.112788                  120.299657                 1688.637039
2767                   323.531468                  122.034855                 1715.370692
2768                   328.637102                  123.556968                 1741.053307
2769                   321.842356                  121.482392                 1707.006552
2770                   326.854020                  123.122421                 1732.613143
2771                   341.353903                  128.879877                 1811.753488
2772                   308.778994                  116.255252                 1636.182466
2773                   331.530495                  124.975533                 1758.019215
2774                   334.286816                  126.277380                 1775.625581
2775                   318.492868                  120.231422                 1688.149820
2776                   318.278587                  119.838773                 1688.201294
2777                   334.806361                  126.427017                 1776.462942
2778                   320.171803                  120.458871                 1697.160408
2779                   273.946351                  103.454652                 1451.809192
2780                   329.514574                  124.408706                 1749.848990
2781                   320.193350                  120.160195                 1697.590157
2782                   330.144251                  124.312937                 1749.922629
2783                   336.931813                  126.561692                 1784.871986
2784                   323.596110                  121.838530                 1714.838599
2785                   318.841226                  119.632274                 1688.636445
2786                   337.331047                  127.524758                 1786.668833
2787                   319.030968                  120.444506                 1688.819600
2788                   320.050297                  120.779694                 1696.854547
2789                   332.769492                  125.536973                 1767.558920
2790                   320.237643                  120.338563                 1697.437530
2791                   326.563124                  123.284029                 1732.524552
2792                   339.848548                  127.964694                 1802.296377
2793                   320.104165                  120.648013                 1696.580413
2794                   315.000926                  118.865530                 1670.957667
2795                   326.457180                  122.984156                 1732.434180
2796                   323.739165                  122.115060                 1714.669195
2797                   321.928549                  121.386624                 1706.285900
2798                   326.582875                  123.272058                 1732.829814
2799                   322.203882                  121.096926                 1706.012362
2800                    85.651368                   42.853816                 1748.607011
2801                    86.293613                   41.557356                 1766.091265
2802                    86.312168                   41.129392                 1766.525210
2803                    84.610489                   40.482359                 1722.328848
2804                    87.214183                   41.897332                 1792.468772
2805                    85.795619                   41.303570                 1756.993308
2806                    83.798256                   40.573937                 1713.160861
2807                    87.603241                   42.721536                 1783.967580
2808                    86.443251                   41.480143                 1757.027414
2809                    85.117461                   40.796000                 1740.110582
2810                    89.345621                   42.915467                 1811.466181
2811                    85.293435                   41.125801                 1732.098397
2812                    85.080351                   41.031828                 1731.022801
2813                    86.826921                   42.039189                 1775.684824
2814                    87.874384                   41.996692                 1802.554958
2815                    83.473842                   39.675513                 1713.497232
2816                    86.559968                   41.948209                 1774.627791
2817                    84.181329                   39.863458                 1739.518621
2818                    84.206467                   40.492534                 1730.974318
2819                    83.306846                   40.089710                 1704.672812
2820                    88.020431                   42.069715                 1792.590284
2821                    87.955189                   42.008663                 1792.920695
2822                    84.654782                   40.482958                 1730.825279
2823                    86.137391                   41.352053                 1766.502470
2824                    85.373641                   41.021054                 1748.782389
2825                    84.438106                   40.077739                 1730.522998
2826                    86.813753                   41.356841                 1774.764858
2827                    85.903957                   40.924688                 1748.044380
2828                    84.219037                   40.092104                 1722.275591
2829                    85.167739                   40.409336                 1739.772412
2830                    85.948848                   40.879198                 1748.146726
2831                    84.673337                   40.151361                 1730.609197
2832                    89.996245                   42.504263                 1837.254732
2833                    86.482755                   40.454227                 1765.787808
2834                    85.656756                   41.111436                 1748.859005
2835                    85.651368                   41.142560                 1748.905090
2836                    87.037611                   41.722556                 1775.461570
2837                    85.552009                   40.782233                 1747.918077
2838                    83.871878                   39.864057                 1712.693386
2839                    87.193833                   40.177697                 1774.628395
2840                    85.013313                   39.099708                 1730.684011
2841                    84.682914                   40.347685                 1731.096418
2842                    87.615212                   42.022429                 1783.738923
2843                   197.038012                 1110.552259                 1365.374322
2844                   118.609351                 1032.436039                 1405.794432
2845                   153.761618                 1101.893623                 1402.671793
2846                    33.320105                 1103.074563                 1369.424714
2847                   161.992883                 1038.864472                 1411.645264
2848                   151.785204                  876.131177                 1580.280261
2849                   166.201291                  848.408715                 1554.515064
2850                   151.928258                  828.058598                 1530.137898
2851                    28.048073                 1059.627583                 1536.188641
2852                    23.120207                  943.368145                 1468.518925
2853                   385.751383                 1273.159848                 1078.616595
2854                   211.254182                  417.534411                 1558.351170
2855                   320.723069                  657.385537                 1628.388164
2856                   326.031613                  710.819929                 1567.438960
2857                   322.774901                  780.356524                 1532.948689
2858                    60.086681                   19.423560                 1787.608561
2859                    72.101384                   49.448644                 1763.406157
2860                  1513.652019                  796.900458                  120.601327
2861                   199.450767                 1047.421346                 1402.243832
2862                   204.234982                  640.299317                 1481.639758
2863                    88.571696                   39.752726                 1725.302447
2864                    89.853192                   40.461410                 1777.718104
2865                    88.803934                   39.971197                 1760.376311
2866                    88.355021                   39.531861                 1743.045868
2867                    89.640109                   41.420886                 1763.028468
2868                    90.661834                   41.301775                 1770.148833
2869                    87.748091                   39.856275                 1723.770754
2870                    89.328264                   39.774274                 1776.605402
2871                    89.175633                   39.910145                 1776.556911
2872                    88.626164                   39.747339                 1775.633961
2873                    86.817943                   39.100306                 1749.582046
2874                    86.610246                   39.101503                 1749.950758
2875                    85.663340                   37.816416                 1722.415636
2876                    87.040005                   39.236776                 1757.754055
2877                    87.698411                   38.985385                 1775.632161
2878                    84.465041                   37.789481                 1713.105787
2879                    86.981347                   38.643014                 1758.037767
2880                    87.814529                   38.467040                 1774.541604
2881                    85.309596                   38.001368                 1730.657079
2882                    87.758266                   38.813002                 1775.598635
2883                    87.731930                   38.337753                 1766.005677
2884                    85.722596                   37.711669                 1730.454781
2885                    86.719182                   38.714840                 1766.209776
2886                    86.551588                   38.279694                 1766.653905
2887                    84.525495                   37.607522                 1721.198193
2888                    77.498513                   33.862392                 1569.963651
2889                    88.156900                   39.026086                 1800.286448
2890                    84.234001                   37.050271                 1721.414257
2891                    84.219635                   36.973058                 1720.527811
2892                    87.538598                   38.669350                 1792.218000
2893                    84.871457                   37.191529                 1738.589678
2894                    84.967225                   37.359722                 1738.438237
2895                    87.087889                   37.943907                 1782.883595
2896                    85.647777                   37.316028                 1747.189648
2897                    84.672738                   36.689345                 1737.484136
2898                    88.358612                   38.234802                 1801.536828
2899                    84.111896                   36.914400                 1712.063105
2900                    84.002960                   36.163219                 1711.258066
2901                    86.300197                   37.290889                 1764.840295
2902                    85.483774                   36.821026                 1738.723149
2903                    84.719425                   36.994606                 1729.386366
2904                   229.736222                  193.502970                 1715.967457
2905                  1397.966591                 1244.765813                  239.149027
2906                  1401.392692                 1223.459210                  423.026112
2907                  1481.760658                 1268.279868                  376.959278
2908                  1184.819196                 1386.572583                  433.483985
2909                  1195.913324                 1422.584373                  361.185676
2910                  1245.160262                 1401.648874                  254.450972
2911                    90.499627                   40.706217                 1778.207126
2912                    91.217289                   40.169916                 1793.737105
2913                    90.144687                   38.587947                 1791.952844
2914                    85.515497                   35.624524                 1719.656320
2915                    88.771612                   36.877290                 1799.041477
2916                    87.342872                   37.513549                 1756.635374
2917                    87.633169                   37.507564                 1765.283825
2918                    86.029653                   36.927568                 1720.910876
2919                    87.360230                   37.348349                 1748.421465
2920                    87.594263                   37.645230                 1765.305379
2921                    85.362268                   36.906021                 1720.781002
2922                    87.183658                   38.018127                 1765.523835
2923                    87.867801                   37.615902                 1774.102862
2924                    85.717807                   36.663608                 1729.820304
2925                    88.424453                   38.332366                 1791.932494
2926                    85.430504                   36.898838                 1729.513855
2927                    85.101300                   36.724061                 1720.272235
2928                    89.091238                   37.995981                 1783.690450
2929                    87.453005                   38.183327                 1756.289414
2930                    85.327552                   36.646848                 1720.732515
2931                    88.037789                   38.149808                 1772.840534
2932                    91.184369                   39.431305                 1844.967048
2933                    81.368141                   35.362359                 1641.133085
2934                    84.028100                   36.710893                 1694.673430
2935                    88.920651                   38.465245                 1799.884828
2936                    87.464378                   39.215826                 1742.139672
2937                    88.957762                   39.595906                 1749.140322
2938                    89.414455                   38.807615                 1783.213402
2939                    88.630354                   39.182308                 1767.316493
2940                    86.769461                   37.873877                 1730.584054
2941                    87.461385                   38.455668                 1757.036991
2942                    85.969199                   37.622485                 1730.652295
2943                    87.351252                   38.101924                 1748.555528
2944                    89.533567                   38.750753                 1782.952442
2945                    85.468811                   37.278917                 1721.870366
2946                    86.226575                   37.605128                 1729.784404
2947                    90.725281                   40.831314                 1769.367125
2948                    87.843859                   38.745366                 1740.044753
2949                    88.220946                   38.564005                 1749.647289
2950                    88.793160                   38.528092                 1775.004276
2951                    87.211191                   37.821803                 1739.834066
2952                    87.040604                   38.088756                 1748.739893
2953                    90.485860                   39.081751                 1819.103685
2954                   247.762167                  480.360060                 1698.559210
2955                   253.161691                  602.063915                 1613.966079
2956                  1175.967830                   22.226571                 1237.336005
2957                   378.717219                 1886.348425                   52.263029
2958                   957.249124                  901.726388                 1212.336357
2959                  1065.149812                  478.862487                 1715.003202
2960                  1054.248411                  485.934957                 1707.171157
2961                  1033.785167                  487.281096                 1682.729958
2962                  1049.278649                  478.822978                 1728.049198
2963                  1061.467534                  464.361412                 1711.823095
2964                  1030.640988                  453.922693                 1668.952516
2965                  1074.360302                  463.266058                 1728.780624
2966                  1083.797049                  406.184098                 1730.065108
2967                  1087.342861                  382.100227                 1701.059362
2968                  1071.773370                  443.592302                 1748.035986
2969                   138.177159                 1943.685958                  118.446545
2970                   138.124488                 1944.292291                    7.290943
2971                    19.266740                 1966.588899                  169.601658
2972                     4.262278                 1972.375687                   66.911952
2973                    43.275196                 1940.339469                   41.643548
2974                    27.611730                 1961.681971                  102.408386
2975                     2.330755                 1962.831204                   76.989746
2976                   383.409257                 1864.449857                  287.777659
2977                   144.728893                 1966.962993                  142.850044
2978                    78.705192                 1944.505379                  324.692057
2979                   164.246426                 1963.922950                  137.014178
2980                   128.861921                 1949.102845                    3.317166
2981                     7.581240                 1968.253462                   20.105907
2982                     0.112528                 1933.607577                   29.536069
2983                    16.520590                 1963.471037                   33.537977
2984                   152.873967                 1942.646282                  227.502433
2985                   157.910771                 1924.201348                  208.534968
2986                  1256.366319                  614.706497                 1454.254875
2987                  1281.488671                  638.930436                 1479.381422
2988                  1211.789275                  613.405247                 1406.310978
2989                  1285.026105                  649.132121                 1487.327176
2990                  1258.027297                  645.634192                 1501.765408
2991                  1179.890725                  606.897804                 1411.332820
2992                  1266.054453                  611.007456                 1460.504939
2993                  1255.402653                  617.648372                 1470.890982
2994                  1271.427048                  625.697675                 1497.091327
2995                  1241.759902                  614.121710                 1469.311408
2996                  1249.073584                  631.901055                 1469.721420
2997                  1268.087737                  642.629471                 1491.752860
2998                  1262.433829                  640.854170                 1481.760661
2999                  1241.513894                  630.328060                 1462.135991
3000                  1266.477631                  638.722142                 1494.971261
3001                  1263.841615                  641.967479                 1495.211879
3002                  1250.342510                  635.015911                 1482.478318
3003                  1255.608557                  638.249280                 1489.487940
3004                  1256.255590                  640.906249                 1488.474598
3005                  1204.685678                  620.225128                 1426.193030
3006                  1216.402312                  701.715976                 1513.631674
3007                  1241.400166                  675.522212                 1515.780469
3008                  1228.809057                  672.285854                 1515.485383
3009                  1222.911542                  694.184417                 1525.080739
3010                  1233.004892                  730.685820                 1540.029550
3011                  1220.102539                  653.681109                 1471.100476
3012                  1184.470838                  650.919996                 1524.753936
3013                   207.094856                 1998.484459                  297.350276
3014                   789.564625                 1769.838783                  162.847016
3015                   141.884582                 1945.266732                  120.504362
3016                  1125.367577                  371.604046                 1725.926140
3017                  1503.739434                  404.370491                 1306.650547
3018                  1243.412488                  298.839467                 1552.365667
3019                  1715.875279                  438.160458                  786.603596
3020                  1487.436113                  444.606846                 1281.517412
3021                  1526.273062                  245.775579                 1239.181937
3022                  1542.125665                  185.876842                 1312.059044
3023                  1430.323629                  354.084475                 1112.069582
3024                     5.539584                 1913.701587                  383.792926
3025                   223.753711                 1940.251473                   74.814613
3026                   211.170386                 1919.302814                  113.633602
3027                   101.486618                 1907.589778                  395.093559
3028                   146.197139                 1976.858823                  126.629328
3029                   444.257890                 1897.854357                  184.925746
3030                   183.060662                 1927.420961                  109.294709
3031                   520.036772                 1842.928371                  451.232802
3032                   110.789889                 1938.409737                   12.352883
3033                  1400.156089                  782.080949                  857.707795
3034                   708.508927                 1577.243819                 1016.825842
3035                   909.573386                 1503.824427                  989.962300
3036                  1208.311101                 1097.694793                 1219.836787
3037                  1048.422118                 1117.390093                 1318.862766
3038                  1090.986238                 1151.807341                 1241.540224
3039                  1460.907159                 1142.071916                  922.160900
3040                  1125.855994                 1554.096069                  549.059881
3041                  1182.795496                 1328.719095                  562.046033
3042                  1345.789744                 1145.767971                  719.831704
3043                   187.234952                 1910.777054                    8.649053
3044                   280.519636                 1953.773329                  234.652115
3045                  1089.494054                 1366.712683                  800.725797
3046                  1250.850674                 1209.153262                  635.713821
3047                  1288.717369                 1235.828858                  664.435862
3048                  1392.419227                 1195.301008                  682.586904
3049                          NaN                         NaN                         NaN
3050                   283.274761                 1942.681593                  115.056952
3051                   339.030333                 2028.033684                  185.711645
3052                   291.076865                 2024.395098                   91.076631
3053                   319.684584                 1907.471269                   76.691669
3054                   175.609308                 1890.561620                    5.298968
3055                    44.435187                  485.234054                 1695.359370
3056                    44.077852                  757.482920                 1570.209645
3057                   108.948150                   88.317910                 1781.302817
3058                   104.233369                   83.737204                 1729.819108
3059                    95.080333                   87.617008                 1735.274301
3060                   142.049782                 1754.942668                  569.412992
3061                   149.547224                 1654.173110                  682.518072
3062                   137.066851                 1655.609627                  679.745584
3063                    67.804392                    4.281431                 1780.856305
3064                    65.962053                    1.689109                 1742.784903
3065                    49.023673                   11.425130                 1725.399407
3066                    49.552792                   11.476007                 1742.528132
3067                    48.065993                   10.500370                 1741.561475
3068                    48.270098                   11.823765                 1708.017509
3069                    53.160256                   14.643536                 1800.687482
3070                    53.336829                   14.626777                 1765.252686
3071                    52.399498                   12.646173                 1769.978253
3072                    51.800948                   12.150574                 1759.965699
3073                    52.192998                   12.793417                 1770.497780
3074                    50.099269                   12.015900                 1735.206657
3075                    50.284820                   11.944672                 1744.242975
3076                    49.388191                   10.867880                 1740.785756
3077                    49.473783                   10.216657                 1777.098000
3078                    49.207428                   11.285070                 1751.636276
3079                    49.665918                   11.728596                 1769.149261
3080                    49.074550                   10.425551                 1767.798329
3081                    47.833755                   10.135853                 1723.097995
3082                    48.336538                    9.552266                 1775.283215
3083                    45.719077                    9.475053                 1703.445791
3084                    47.594335                   11.578359                 1721.839824
3085                    49.741934                   11.240178                 1767.861773
3086                    47.971422                    9.866505                 1741.411233
3087                    48.848298                   11.363480                 1749.737068
3088                    50.719965                   11.608885                 1830.097851
3089                    46.875476                    8.845977                 1730.742073
3090                    45.849561                    7.739856                 1694.713535
3091                    46.476243                    8.139089                 1765.416102
3092                    46.788686                    8.698733                 1740.423636
3093                    46.108733                    9.163208                 1721.235902
3094                    47.710454                    8.878298                 1792.113848
3095                    47.078983                    9.376292                 1757.582874
3096                    47.230417                    9.364321                 1817.505555
3097                    46.648626                    9.162610                 1781.335155
3098                    47.135247                    8.673594                 1818.129245
3099                    46.463075                    9.949105                 1730.510430
3100                    47.927129                   10.242993                 1843.841777
3101                    45.197141                    8.766369                 1772.572377
3102                    45.572432                    9.694123                 1748.317916
